Date,Open,High,Low,Close,Adj Close,Volume
2020-04-27,45.000000,45.389999,44.580002,45.279999,45.279999,16667200
2020-04-28,46.209999,47.689999,45.279999,45.310001,45.310001,25234900
2020-04-29,46.580002,50.139999,46.330002,49.830002,49.830002,35743000
2020-04-30,49.480000,49.580002,47.369999,47.889999,47.889999,28585400
2020-05-01,46.360001,46.919998,44.520000,45.060001,45.060001,28194000
2020-05-04,44.189999,44.689999,43.610001,44.459999,44.459999,21377100
2020-05-05,45.450001,46.950001,45.110001,45.410000,45.410000,21007500
2020-05-06,46.070000,47.119999,45.919998,46.080002,46.080002,22011900
2020-05-07,47.119999,47.500000,46.340000,46.590000,46.590000,16372100
2020-05-08,47.290001,48.459999,47.290001,48.250000,48.250000,17445000
2020-05-11,47.740002,48.730000,47.439999,48.200001,48.200001,17353500
2020-05-12,48.520000,48.560001,45.639999,45.689999,45.689999,26738900
2020-05-13,45.869999,45.880001,42.950001,43.529999,43.529999,35117500
2020-05-14,43.060001,45.779999,42.509998,45.730000,45.730000,27543500
2020-05-15,43.279999,44.779999,43.240002,44.410000,44.410000,28803900
2020-05-18,45.830002,46.150002,44.950001,45.919998,45.919998,20325900
2020-05-19,45.779999,46.230000,45.020000,45.119999,45.119999,17389500
2020-05-20,46.509998,47.040001,46.090000,46.639999,46.639999,17876500
2020-05-21,46.500000,46.570000,44.759998,45.220001,45.220001,17445300
2020-05-22,45.150002,45.310001,44.240002,44.939999,44.939999,13385400
2020-05-26,46.220001,46.689999,45.450001,45.799999,45.799999,24303900
2020-05-27,45.950001,49.580002,43.900002,49.450001,49.450001,56071500
2020-05-28,48.700001,48.790001,46.070000,46.470001,46.470001,38289300
2020-05-29,46.619999,48.020000,46.209999,47.910000,47.910000,26354600
2020-06-01,47.490002,47.669998,46.320000,46.340000,46.340000,21809100
2020-06-02,46.490002,46.849998,45.570000,46.820000,46.820000,23035600
2020-06-03,48.040001,49.419998,47.450001,48.919998,48.919998,34662100
2020-06-04,48.860001,51.980000,48.599998,51.220001,51.220001,34830800
2020-06-05,52.660000,54.820000,52.590000,53.720001,53.720001,34110700
2020-06-08,54.500000,54.639999,52.230000,53.700001,53.700001,22850600
2020-06-09,52.650002,53.500000,52.450001,53.150002,53.150002,17840800
2020-06-10,52.919998,53.299999,51.570000,52.470001,52.470001,18766700
2020-06-11,50.419998,51.090000,48.200001,48.520000,48.520000,29897600
2020-06-12,50.290001,50.480000,47.360001,48.689999,48.689999,24293600
2020-06-15,47.360001,49.730000,47.099998,49.240002,49.240002,18092300
2020-06-16,51.160000,52.150002,49.860001,51.020000,51.020000,20987200
2020-06-17,51.299999,51.509998,50.540001,50.959999,50.959999,13905100
2020-06-18,50.500000,51.040001,50.020000,50.480000,50.480000,13220200
2020-06-19,51.160000,52.750000,50.750000,50.830002,50.830002,28081500
2020-06-22,51.099998,51.400002,50.240002,51.150002,51.150002,15952200
2020-06-23,50.689999,50.889999,49.570000,49.840000,49.840000,23194200
2020-06-24,49.650002,50.099998,48.020000,48.290001,48.290001,19346500
2020-06-25,48.240002,49.310001,47.279999,49.189999,49.189999,14971900
2020-06-26,49.150002,49.349998,48.139999,48.490002,48.490002,16929700
2020-06-29,48.689999,49.150002,47.580002,49.150002,49.150002,24666200
2020-06-30,51.779999,52.470001,50.970001,51.520000,51.520000,47852100
2020-07-01,51.520000,51.560001,49.610001,49.700001,49.700001,25218400
2020-07-02,50.500000,50.750000,49.480000,49.830002,49.830002,18562400
2020-07-06,50.750000,51.430000,50.480000,50.919998,50.919998,16321000
2020-07-07,50.520000,50.590000,49.009998,49.090000,49.090000,19797900
2020-07-08,49.560001,49.750000,48.959999,49.709999,49.709999,15311900
2020-07-09,49.849998,50.389999,48.730000,49.980000,49.980000,18510800
2020-07-10,50.009998,50.709999,49.400002,50.700001,50.700001,18128700
2020-07-13,51.310001,52.279999,49.380001,49.459999,49.459999,23296400
2020-07-14,49.080002,49.790001,47.950001,49.709999,49.709999,17455200
2020-07-15,50.209999,50.650002,49.410000,50.509998,50.509998,15911400
2020-07-16,49.820000,50.290001,49.230000,50.099998,50.099998,14014000
2020-07-17,50.310001,50.430000,49.279999,49.470001,49.470001,15003800
2020-07-20,49.660000,51.320000,49.540001,51.209999,51.209999,17604200
